Temp_Treatment,pH_Treatment,Mean_Temp_C,Median_Temp_C,SE_Temp_C,Mean_DO_mgL,SE_DO_mgL,Mean_Salinity,SE_Salinity,Mean_pH,SE_pH,Mean_DO_Percent,SE_DO_Percent,Mean_Conductivity,SE_Conductivity
10,Sump,10.938473684210527,10.699,0.2631852833700608,10.373157894736842,0.14225841865874206,32.31578947368421,0.3701795958858598,7.923337326581604,0.04361217940120748,114.8157894736842,1.0873075055258246,50.45789473684211,0.1770974208181739
12,Ambient,12.908176470588236,12.903,0.2023281811972183,9.818823529411764,0.2741227751350676,33.241176470588236,0.1064323948395425,7.9455379777574295,0.018351939170852954,113.68235294117648,1.5901173489371794,50.747058823529414,0.15027368342725816
12,Low,13.16705882352941,12.446,0.41409643369797833,9.748235294117647,0.2336321821577507,32.85294117647059,0.15366063808113536,7.705845321438155,0.03377449045478129,112.36764705882354,1.3659244686216145,50.241176470588236,0.20037810280328794
14,Ambient,13.903823529411765,13.932,0.10143167199176485,8.894117647058824,0.07580964368815202,32.92941176470588,0.07414448627032665,7.970044930798434,0.019470091961936106,106.17647058823529,1.0797442988342436,50.25941176470588,0.10488253439329757
14,Low,13.695729411764706,13.895,0.21906248701681696,10.345882352941176,0.25987844843017954,32.88235294117647,0.08754632980080707,7.665660005457215,0.014106434817166965,119.31176470588235,2.7864282739649973,50.226470588235294,0.12233314319462019
16,Ambient,16.170823529411766,15.964,0.1299961604436985,8.225294117647058,0.08867951901891215,32.90588235294118,0.06723017323919081,7.925542720831338,0.019283005266801375,102.31764705882352,1.0090121586641954,50.56470588235294,0.40899277072485074
16,Low,15.920823529411765,16.302,0.31643923349485237,8.896470588235294,0.1785397080081631,32.9,0.07225363821493087,7.685667394555445,0.01752871282674973,104.81,6.247343906201495,50.13529411764706,0.08657756487961794
18,Ambient,18.183235294117647,17.925,0.23759170875517557,7.807058823529411,0.0983532226283617,32.94117647058824,0.06589810736002394,7.911829621417521,0.021250059897892977,99.78235294117647,1.0479053088577137,50.188235294117646,0.08655258217389512
18,Low,18.38105882352941,18.202,0.25791001723395585,7.574705882352942,0.13560354641124975,32.923529411764704,0.04965277357686513,7.680063689914071,0.016636135610723652,98.79411764705883,1.684869313055503,50.188235294117646,0.09230796956750158
20,Ambient,20.759823529411765,20.499,0.30634448404790066,7.697647058823529,0.11866453398677121,32.81764705882353,0.07287948054919928,7.8693981514785065,0.04428589902814723,103.31176470588235,1.0694584374724283,50.01176470588235,0.09696965601079145
20,Low,19.619764705882353,20.187,0.5667141457652003,7.8094117647058825,0.14774399208506528,32.94705882352941,0.07627236752876425,7.6358730937111075,0.018329865615729055,96.01764705882353,5.384053492204587,50.194117647058825,0.1103039211329364
22,Ambient,22.357,21.965,0.3863897282004576,7.165882352941177,0.10352982954461157,32.95882352941177,0.06755108281091671,7.844725993430956,0.01887022141120313,98.97647058823529,0.7729112940772118,50.22352941176471,0.09176753389307475
22,Low,21.642705882352942,22.047,0.4901011057507741,7.13,0.14204649197482117,32.923529411764704,0.07789954493028821,7.689947846512634,0.014748035675220443,96.64705882352942,1.2564866296618642,50.15294117647059,0.09967507766370902
24,Ambient,24.746058823529413,24.052,0.5921862998705097,7.306470588235294,0.19406059767746328,32.758823529411764,0.12921107433228712,7.820031235351903,0.03221794635478313,102.55882352941177,1.2793340071029549,50.17647058823529,0.18659672853602233
24,Low,22.877529411764705,23.548,0.6622686172945893,7.17,0.15601187737590028,32.68235294117647,0.09084379536164977,7.691193290069023,0.021394214742440465,100.09411764705882,1.3157549440014884,49.96705882352941,0.10057103396093879
26,Ambient,24.452117647058824,24.905,0.9962272171811988,7.03764705882353,0.25769985021875386,32.85294117647059,0.17512970971515215,7.886577288293904,0.02354132066674552,98.99411764705883,2.101373335748261,50.523529411764706,0.10693917036881083
26,Low,25.515470588235296,25.282,0.7660126473270868,6.281176470588235,0.16701286132436288,32.988235294117644,0.06352532666604463,7.662326904297332,0.02293387978758246,92.3,1.5901119087513746,50.70470588235294,0.39984382764423204
